QuestionNum,Question,Answer,exp,subjectId,date
1,How old are you?,34,HRV,HRV_0086,2022-11-30 18:20:11
2,How fluent are you in reading and understanding English?,Extremely,HRV,HRV_0086,2022-11-30 18:20:11
3,Is English your native language?,Yes,HRV,HRV_0086,2022-11-30 18:20:11
4,What state do you live in?,Louisiana,HRV,HRV_0086,2022-11-30 18:20:11
5,What is your sex?,Female,HRV,HRV_0086,2022-11-30 18:20:11
6,What is your race/ethnicity?,White,HRV,HRV_0086,2022-11-30 18:20:11
7,"We want to check that you are paying attention, please select ""Moderately"" as your answer.",Moderately,HRV,HRV_0086,2022-11-30 18:20:11
8,"What is the highest degree or level of school that you have completed? (If you are currently enrolled in school, please indicate the highest degree you have received) ",Some college,HRV,HRV_0086,2022-11-30 18:20:11
9,What is your household income?,"$20,000 to $34,999",HRV,HRV_0086,2022-11-30 18:20:11
10,Are you vegetarian or vegan?,No,HRV,HRV_0086,2022-11-30 18:20:11
