QuestionNum,Question,Answer,exp,subjectId,date
1,How old are you?,44,HRV,HRV_0114,2022-11-30 18:44:15
2,How fluent are you in reading and understanding English?,Extremely,HRV,HRV_0114,2022-11-30 18:44:15
3,Is English your native language?,Yes,HRV,HRV_0114,2022-11-30 18:44:15
4,What state do you live in?,OHIO,HRV,HRV_0114,2022-11-30 18:44:15
5,What is your sex?,Female,HRV,HRV_0114,2022-11-30 18:44:15
6,What is your race/ethnicity?,White,HRV,HRV_0114,2022-11-30 18:44:15
7,"We want to check that you are paying attention, please select ""Moderately"" as your answer.",Moderately,HRV,HRV_0114,2022-11-30 18:44:15
8,"What is the highest degree or level of school that you have completed? (If you are currently enrolled in school, please indicate the highest degree you have received) ","Professional Degree (e.g. MD, JD, DDS)",HRV,HRV_0114,2022-11-30 18:44:15
9,What is your household income?,"$50,000 to $74,999",HRV,HRV_0114,2022-11-30 18:44:15
10,Are you vegetarian or vegan?,No,HRV,HRV_0114,2022-11-30 18:44:15
