QuestionNum,Question,Answer,exp,subjectId,date
1,How old are you?,36,HRV,HRV_0273,2022-11-30 20:45:38
2,How fluent are you in reading and understanding English?,Extremely,HRV,HRV_0273,2022-11-30 20:45:38
3,Is English your native language?,Yes,HRV,HRV_0273,2022-11-30 20:45:38
4,What state do you live in?,Kentucky ,HRV,HRV_0273,2022-11-30 20:45:38
5,What is your sex?,Female,HRV,HRV_0273,2022-11-30 20:45:38
6,What is your race/ethnicity?,White,HRV,HRV_0273,2022-11-30 20:45:38
7,"We want to check that you are paying attention, please select ""Moderately"" as your answer.",Moderately,HRV,HRV_0273,2022-11-30 20:45:38
8,"What is the highest degree or level of school that you have completed? (If you are currently enrolled in school, please indicate the highest degree you have received) ",High school degree or equivalent (e.g. GED),HRV,HRV_0273,2022-11-30 20:45:38
9,What is your household income?,"$20,000 to $34,999",HRV,HRV_0273,2022-11-30 20:45:38
10,Are you vegetarian or vegan?,No,HRV,HRV_0273,2022-11-30 20:45:38
