QuestionNum,Question,Answer,exp,subjectId,date
1,How old are you?,38,HRV,HRV_0070,2022-11-30 18:09:45
2,How fluent are you in reading and understanding English?,Extremely,HRV,HRV_0070,2022-11-30 18:09:45
3,Is English your native language?,Yes,HRV,HRV_0070,2022-11-30 18:09:45
4,What state do you live in?,VA,HRV,HRV_0070,2022-11-30 18:09:45
5,What is your sex?,Female,HRV,HRV_0070,2022-11-30 18:09:45
6,What is your race/ethnicity?,White,HRV,HRV_0070,2022-11-30 18:09:45
7,"We want to check that you are paying attention, please select ""Moderately"" as your answer.",Moderately,HRV,HRV_0070,2022-11-30 18:09:45
8,"What is the highest degree or level of school that you have completed? (If you are currently enrolled in school, please indicate the highest degree you have received) ",Master's Degree ,HRV,HRV_0070,2022-11-30 18:09:45
9,What is your household income?,"Over $100,000",HRV,HRV_0070,2022-11-30 18:09:45
10,Are you vegetarian or vegan?,No,HRV,HRV_0070,2022-11-30 18:09:45
