QuestionNum,Question,Answer,exp,subjectId,date
1,How old are you?,30,HRV,HRV_0236,2022-11-30 19:30:43
2,How fluent are you in reading and understanding English?,Extremely,HRV,HRV_0236,2022-11-30 19:30:43
3,Is English your native language?,Yes,HRV,HRV_0236,2022-11-30 19:30:43
4,What state do you live in?,MD,HRV,HRV_0236,2022-11-30 19:30:43
5,What is your sex?,Male,HRV,HRV_0236,2022-11-30 19:30:43
6,What is your race/ethnicity?,Asian,HRV,HRV_0236,2022-11-30 19:30:43
7,"We want to check that you are paying attention, please select ""Moderately"" as your answer.",Moderately,HRV,HRV_0236,2022-11-30 19:30:43
8,"What is the highest degree or level of school that you have completed? (If you are currently enrolled in school, please indicate the highest degree you have received) ",Master's Degree ,HRV,HRV_0236,2022-11-30 19:30:43
9,What is your household income?,"Over $100,000",HRV,HRV_0236,2022-11-30 19:30:43
10,Are you vegetarian or vegan?,No,HRV,HRV_0236,2022-11-30 19:30:43
