QuestionNum,Question,Answer,exp,subjectId,date
1,"I try to avoid certain foods high in fat, carbohydrates, or calories",agree,HRV,HRV_0315,2022-11-30 22:59:03
2,"I find myself eating when I'm feeling emotional (e.g., anxious, depressed, sad), even when I'm not physically hungry",agree,HRV,HRV_0315,2022-11-30 22:59:03
3,"If I am craving a certain food, I allow myself to have it. ",disagree,HRV,HRV_0315,2022-11-30 22:59:03
4,I get mad at myself for eating something unhealthy.,strongly agree,HRV,HRV_0315,2022-11-30 22:59:03
5,"I find myself eating when I'm lonely, even when I'm not physically hungry",disagree,HRV,HRV_0315,2022-11-30 22:59:03
6,I trust my body to tell me when to eat,agree,HRV,HRV_0315,2022-11-30 22:59:03
7,I trust my body to tell me what to eat,agree,HRV,HRV_0315,2022-11-30 22:59:03
8,I trust my body to tell me how much to eat. ,neutral,HRV,HRV_0315,2022-11-30 22:59:03
9,I have forbidden foods that I don't allow myself to eat. ,agree,HRV,HRV_0315,2022-11-30 22:59:03
10,I use food to help me soothe my negative emotions.,neutral,HRV,HRV_0315,2022-11-30 22:59:03
11,"I find myself eating when I am stressed out, even when I'm not physically hungry.",neutral,HRV,HRV_0315,2022-11-30 22:59:03
12,"I am able to cope with my negative emotions (e.g., anxiety, sadness) without turning to food for comfort. ",neutral,HRV,HRV_0315,2022-11-30 22:59:03
13,"When I am bored, I do NOT eat just for something to do.",agree,HRV,HRV_0315,2022-11-30 22:59:03
14,"When I am lonely, I do NOT turn to food for comfort. ",strongly agree,HRV,HRV_0315,2022-11-30 22:59:03
15,I find other ways to cope with stress and anxiety than by eating.,strongly agree,HRV,HRV_0315,2022-11-30 22:59:03
16,I allow myself to eat what food I desire at the moment. ,neutral,HRV,HRV_0315,2022-11-30 22:59:03
17,"I do NOT follow eating rules or dieting plans that dictate what, when and/or how much to eat. ",disagree,HRV,HRV_0315,2022-11-30 22:59:03
18,"Most of the time, I desire to eat nutritious food. ",neutral,HRV,HRV_0315,2022-11-30 22:59:03
19,I mostly eat foods that make my body perform efficiently (well).,neutral,HRV,HRV_0315,2022-11-30 22:59:03
20,I mostly eat foods that give my body energy and stamina.,agree,HRV,HRV_0315,2022-11-30 22:59:03
21,I rely on my hunger signals to tell me when to eat.,agree,HRV,HRV_0315,2022-11-30 22:59:03
22,I rely on my fullness (satiety) signals to tell me when to stop eating.,neutral,HRV,HRV_0315,2022-11-30 22:59:03
23,I trust my body to tell me when to stop eating. ,agree,HRV,HRV_0315,2022-11-30 22:59:03
