QuestionNum,Question,Answer,exp,subjectId,date
1,How old are you?,30,HRV,HRV_0283,2022-11-30 20:57:27
2,How fluent are you in reading and understanding English?,Extremely,HRV,HRV_0283,2022-11-30 20:57:27
3,Is English your native language?,Yes,HRV,HRV_0283,2022-11-30 20:57:27
4,What state do you live in?,Florida,HRV,HRV_0283,2022-11-30 20:57:27
5,What is your sex?,Male,HRV,HRV_0283,2022-11-30 20:57:27
6,What is your race/ethnicity?,White,HRV,HRV_0283,2022-11-30 20:57:27
7,"We want to check that you are paying attention, please select ""Moderately"" as your answer.",Moderately,HRV,HRV_0283,2022-11-30 20:57:27
8,"What is the highest degree or level of school that you have completed? (If you are currently enrolled in school, please indicate the highest degree you have received) ",Bachelor's Degree,HRV,HRV_0283,2022-11-30 20:57:27
9,What is your household income?,"Less than $20,000",HRV,HRV_0283,2022-11-30 20:57:27
10,Are you vegetarian or vegan?,No,HRV,HRV_0283,2022-11-30 20:57:27
